V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_1448	P24495	4.07e-111	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (xC3) (Proteasome component C3)	Xenopus laevis (African clawed frog)	ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0019773
Ab_contig_1449	P29341	2.63e-37	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	Mus musculus (Mouse)	CRD-mediated mRNA stabilization [GO:0070934]; mRNA processing [GO:0006397]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulatory ncRNA-mediated gene silencing [GO:0031047]; RNA splicing [GO:0008380]	GO:0000184; GO:0003729; GO:0005634; GO:0005681; GO:0005737; GO:0005829; GO:0006397; GO:0008143; GO:0008266; GO:0008380; GO:0010494; GO:0030027; GO:0030425; GO:0031047; GO:0031252; GO:0045202; GO:0060213; GO:0070934; GO:0106002; GO:1900152; GO:1900153; GO:1990904; GO:2000623; GO:2000767
Ab_contig_1479	Q99766	1.95e-21	ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (FB) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)	Homo sapiens (Human)	ATP biosynthetic process [GO:0006754]; proton transmembrane transport [GO:1902600]	GO:0005737; GO:0005739; GO:0005743; GO:0006754; GO:0015078; GO:0045263; GO:0046872; GO:1902600
Ab_contig_1484	Q64331	4.79e-35	Unconventional myosin-VI (Protein twist) (Unconventional myosin-6)	Mus musculus (Mouse)	cellular response to electrical stimulus [GO:0071257]; chemical synaptic transmission [GO:0007268]; dendrite development [GO:0016358]; endocytosis [GO:0006897]; glutamate secretion [GO:0014047]; inner ear auditory receptor cell differentiation [GO:0042491]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein localization [GO:0008104]; protein targeting [GO:0006605]; protein transport [GO:0015031]; regulation of synaptic plasticity [GO:0048167]; sensory perception of sound [GO:0007605]; synapse assembly [GO:0007416]	GO:0003774; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005902; GO:0005903; GO:0005905; GO:0006605; GO:0006897; GO:0007268; GO:0007416; GO:0007605; GO:0007626; GO:0008104; GO:0012506; GO:0014047; GO:0014069; GO:0015031; GO:0016358; GO:0016459; GO:0030136; GO:0030175; GO:0030424; GO:0032587; GO:0042472; GO:0042491; GO:0043025; GO:0045202; GO:0048167; GO:0048471; GO:0048839; GO:0051015; GO:0071257; GO:0098683; GO:0098685; GO:0098833; GO:0098871; GO:0098884; GO:0098978; GO:0099171
Ab_contig_1489	Q5NVM7	2.51e-82	Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	protein transport [GO:0015031]	GO:0005789; GO:0015031
Ab_contig_1491	Q9VHI4	3.1e-34	Splicing factor 3B subunit 5 (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	Drosophila melanogaster (Fruit fly)	mRNA splicing, via spliceosome [GO:0000398]; regulation of gene expression [GO:0010468]; spermatogenesis [GO:0007283]	GO:0000124; GO:0000398; GO:0005686; GO:0007283; GO:0010468; GO:0071011
Ab_contig_1492	P22534	4.27e-25	Endoglucanase A (EC 3.2.1.4) (Cellulase A) (Endo-1,4-beta-glucanase A)	Caldicellulosiruptor saccharolyticus (Caldocellum saccharolyticum)	cellulose catabolic process [GO:0030245]	GO:0008810; GO:0030245; GO:0030248
Ab_contig_1496	A2AX52	3.45e-38	Collagen alpha-4(VI) chain	Mus musculus (Mouse)	cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]	GO:0005518; GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023
Ab_contig_1496	A2AX52	3.66e-38	Collagen alpha-4(VI) chain	Mus musculus (Mouse)	cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]	GO:0005518; GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023
Ab_contig_1496	A2AX52	1.87e-28	Collagen alpha-4(VI) chain	Mus musculus (Mouse)	cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]	GO:0005518; GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023
Ab_contig_1496	A2AX52	5.93e-24	Collagen alpha-4(VI) chain	Mus musculus (Mouse)	cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]	GO:0005518; GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023
Ab_contig_1496	A2AX52	6.34e-24	Collagen alpha-4(VI) chain	Mus musculus (Mouse)	cell adhesion [GO:0007155]; extracellular matrix organization [GO:0030198]	GO:0005518; GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023
Ab_contig_1499	P00397	2.4e-37	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	Mus musculus (Mouse)	cerebellum development [GO:0021549]; oxidative phosphorylation [GO:0006119]; response to copper ion [GO:0046688]; response to electrical stimulus [GO:0051602]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]	GO:0001666; GO:0004129; GO:0005739; GO:0005743; GO:0006119; GO:0006979; GO:0020037; GO:0021549; GO:0045277; GO:0046688; GO:0046872; GO:0051602
Ab_contig_1505	Q8N6L1	2.99e-40	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2 (Oligosaccharyl transferase subunit KCP2) (Keratinocyte-associated protein 2) (KCP-2)	Homo sapiens (Human)	protein N-linked glycosylation [GO:0006487]	GO:0006487; GO:0008047; GO:0008250
Ab_contig_1516	Q5NVM7	8.75e-43	Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	protein transport [GO:0015031]	GO:0005789; GO:0015031
Ab_contig_1517	Q9CQ40	7.36e-40	Large ribosomal subunit protein mL49 (39S ribosomal protein L49, mitochondrial) (L49mt) (MRP-L49)	Mus musculus (Mouse)	mitochondrial translation [GO:0032543]	GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0032543
Ab_contig_1527	P02826	2.95e-43	Heat shock 70 kDa protein cognate 1 (Heat shock 70 kDa protein 70C)	Drosophila simulans (Fruit fly)		GO:0005524; GO:0140662
Ab_contig_1536	O75439	2.96e-98	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	Homo sapiens (Human)	mitochondrial calcium ion transmembrane transport [GO:0006851]; protein processing involved in protein targeting to mitochondrion [GO:0006627]	GO:0004222; GO:0005739; GO:0005759; GO:0006627; GO:0006851; GO:0017087; GO:0046872
Ab_contig_1546	Q6QLW4	6.27e-59	Cytochrome c	Pectinaria gouldii (Trumpet worm) (Ice-cream cone worm)		GO:0005758; GO:0009055; GO:0020037; GO:0046872
Ab_contig_1556	P91778	2.46e-24	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	Pecten maximus (King scallop) (Pilgrim's clam)	carbohydrate metabolic process [GO:0005975]	GO:0004556; GO:0005975; GO:0046872
Ab_contig_1563	Q7Z0T3	1.75e-30	Temptin	Aplysia californica (California sea hare)		GO:0005186; GO:0005576
Ab_contig_1586	Q5ZMC0	1.76e-41	Endothelial differentiation-related factor 1 homolog (EDF-1)	Gallus gallus (Chicken)		GO:0003677; GO:0005634
Ab_contig_1623	Q2M2H8	1.3e-25	Probable maltase-glucoamylase 2 (Maltase-glucoamylase (alpha-glucosidase) pseudogene) [Includes: Glucoamylase (EC 3.2.1.3) (Glucan 1,4-alpha-glucosidase)]	Homo sapiens (Human)	carbohydrate metabolic process [GO:0005975]	GO:0004339; GO:0004558; GO:0005975; GO:0016020; GO:0030246
Ab_contig_1630	P62870	3.85e-27	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Rattus norvegicus (Rat)	positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; target-directed miRNA degradation [GO:0140958]; transcription elongation by RNA polymerase II [GO:0006368]; transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0001222; GO:0003713; GO:0005667; GO:0006367; GO:0006368; GO:0016567; GO:0030891; GO:0031462; GO:0031466; GO:0031625; GO:0044877; GO:0045944; GO:0070449; GO:0140958
Ab_contig_1635	Q5R8W6	1.91e-26	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	mRNA splice site recognition [GO:0006376]; RNA splicing [GO:0008380]	GO:0003677; GO:0003729; GO:0005634; GO:0005685; GO:0006376; GO:0008380; GO:0016607
Ab_contig_1640	P39872	6.41e-48	Large ribosomal subunit protein uL3 (60S ribosomal protein L3)	Bos taurus (Bovine)	translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005730; GO:0006412; GO:0022625
Ab_contig_1654	P42577	4.26e-27	Soma ferritin (EC 1.16.3.1)	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]	GO:0004322; GO:0005737; GO:0006826; GO:0006880; GO:0008198; GO:0008199
Ab_contig_1669	P91778	6.26e-55	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	Pecten maximus (King scallop) (Pilgrim's clam)	carbohydrate metabolic process [GO:0005975]	GO:0004556; GO:0005975; GO:0046872
Ab_contig_1683	P48376	7.19e-42	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Clock abnormal protein 1) (Protein clk-1) (Ubiquinone biosynthesis monooxygenase COQ7)	Caenorhabditis elegans	adult behavior [GO:0030534]; cellular respiration [GO:0045333]; determination of adult lifespan [GO:0008340]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxidative phosphorylation [GO:0006119]; positive regulation of behavior [GO:0048520]; positive regulation of developmental process [GO:0051094]; positive regulation of gene expression [GO:0010628]; positive regulation of growth rate [GO:0040010]; positive regulation of nematode larval development [GO:0061063]; positive regulation of protein oxidation [GO:1904808]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of reactive oxygen species metabolic process [GO:2000377]; reproductive process [GO:0022414]; response to xenobiotic stimulus [GO:0009410]; ubiquinone biosynthetic process [GO:0006744]	GO:0000122; GO:0000976; GO:0001933; GO:0001934; GO:0005634; GO:0005739; GO:0005743; GO:0006119; GO:0006744; GO:0008340; GO:0008682; GO:0009410; GO:0010468; GO:0010628; GO:0010629; GO:0016709; GO:0022414; GO:0030534; GO:0031314; GO:0040010; GO:0045333; GO:0045944; GO:0046872; GO:0048520; GO:0051094; GO:0061063; GO:1904808; GO:2000377
Ab_contig_1687	Q5R592	5.68e-49	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (RPB6 homolog)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	transcription by RNA polymerase II [GO:0006366]; tRNA transcription by RNA polymerase III [GO:0042797]	GO:0001054; GO:0001055; GO:0001056; GO:0003677; GO:0005634; GO:0005665; GO:0005666; GO:0005736; GO:0006366; GO:0042797
Ab_contig_1692	P54369	1.14e-33	Ornithine decarboxylase antizyme 1 (ODC-Az)	Mus musculus (Mouse)	negative regulation of polyamine transmembrane transport [GO:1902268]; polyamine biosynthetic process [GO:0006596]; polyamine metabolic process [GO:0006595]; positive regulation of intracellular protein transport [GO:0090316]; positive regulation of protein catabolic process [GO:0045732]; viral translational frameshifting [GO:0075523]	GO:0006595; GO:0006596; GO:0008073; GO:0045732; GO:0075523; GO:0090316; GO:1902268
Ab_contig_1700	O70152	4.23e-101	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase)	Mus musculus (Mouse)	dolichol metabolic process [GO:0019348]; dolichol phosphate mannose biosynthetic process [GO:0180047]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; GDP-mannose metabolic process [GO:0019673]; GPI anchor biosynthetic process [GO:0006506]; protein mannosylation [GO:0035268]; protein O-linked mannosylation [GO:0035269]; response to oxygen levels [GO:0070482]	GO:0004169; GO:0004582; GO:0005537; GO:0005783; GO:0005789; GO:0006488; GO:0006506; GO:0016020; GO:0019348; GO:0019673; GO:0033185; GO:0035268; GO:0035269; GO:0043178; GO:0046872; GO:0070482; GO:0180047
Ab_contig_1703	A6QQ21	1.37e-83	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6)	Bos taurus (Bovine)	protein deneddylation [GO:0000338]	GO:0000338; GO:0005737; GO:0008180; GO:0008237
Ab_contig_1719	O01814	2.07e-25	Fatty acid-binding protein homolog 5	Caenorhabditis elegans	fatty acid transport [GO:0015908]	GO:0005504; GO:0005634; GO:0005829; GO:0015908; GO:0048471
Ab_contig_1723	P25784	1.85e-36	Digestive cysteine proteinase 3 (EC 3.4.22.-)	Homarus americanus (American lobster)	proteolysis [GO:0006508]	GO:0006508; GO:0008234
Ab_contig_1725	Q5R439	7.4e-27	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	cholesterol metabolic process [GO:0008203]; lipid transport [GO:0006869]	GO:0003729; GO:0005634; GO:0005737; GO:0006869; GO:0008203; GO:0034364
Ab_contig_1743	P24369	5.64e-33	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)	Mus musculus (Mouse)	bone development [GO:0060348]; chaperone-mediated protein folding [GO:0061077]; neutrophil chemotaxis [GO:0030593]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation of multicellular organism growth [GO:0040018]; protein peptidyl-prolyl isomerization [GO:0000413]; protein stabilization [GO:0050821]	GO:0000413; GO:0003755; GO:0005654; GO:0005788; GO:0005790; GO:0030593; GO:0032991; GO:0034663; GO:0040018; GO:0042470; GO:0044829; GO:0048471; GO:0050821; GO:0060348; GO:0061077; GO:0070063; GO:0140839; GO:0140840
Ab_contig_1761	Q3ZCI9	1.46e-33	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta)	Bos taurus (Bovine)	protein folding [GO:0006457]	GO:0005524; GO:0005813; GO:0005832; GO:0005929; GO:0006457; GO:0016887; GO:0051082; GO:0140662
Ab_contig_1786	P55097	3.33e-33	Cathepsin K (EC 3.4.22.38)	Mus musculus (Mouse)	bone resorption [GO:0045453]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to zinc ion starvation [GO:0034224]; collagen catabolic process [GO:0030574]; intramembranous ossification [GO:0001957]; mononuclear cell differentiation [GO:1903131]; negative regulation of cartilage development [GO:0061037]; proteolysis involved in protein catabolic process [GO:0051603]; response to ethanol [GO:0045471]; response to insulin [GO:0032868]; response to organic cyclic compound [GO:0014070]; thyroid hormone generation [GO:0006590]	GO:0001957; GO:0001968; GO:0004197; GO:0005518; GO:0005615; GO:0005654; GO:0005764; GO:0006590; GO:0008234; GO:0009897; GO:0014070; GO:0016324; GO:0030574; GO:0032868; GO:0034224; GO:0043394; GO:0045453; GO:0045471; GO:0051603; GO:0061037; GO:0071356; GO:0071560; GO:1903131
Ab_contig_1793	P18700	8.25e-69	Tubulin beta chain (Beta-tubulin)	Strongylocentrotus purpuratus (Purple sea urchin)	microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
Ab_contig_1825	Q5E9K0	1.45e-51	Proteasome subunit beta type-2	Bos taurus (Bovine)	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0019774; GO:0043161
Ab_contig_1826	P50174	1.62e-36	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	poly-hydroxybutyrate biosynthetic process [GO:0042619]	GO:0003985; GO:0005737; GO:0042619
Ab_contig_1831	Q8VE97	2.9e-43	Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)	Mus musculus (Mouse)	hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]	GO:0002244; GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0048025
Ab_contig_1842	P12762	5.81e-28	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	Equus caballus (Horse)	aldehyde catabolic process [GO:0046185]; ethanol catabolic process [GO:0006068]; nitroglycerin metabolic process [GO:0018937]; regulation of dopamine biosynthetic process [GO:1903179]; regulation of serotonin biosynthetic process [GO:1905627]	GO:0004029; GO:0005739; GO:0005759; GO:0006068; GO:0008957; GO:0018937; GO:0046185; GO:0051287; GO:0106435; GO:1903179; GO:1905627
Ab_contig_1844	Q6NP60	2.99e-22	MOXD1 homolog 2	Drosophila melanogaster (Fruit fly)	dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]	GO:0004500; GO:0005507; GO:0005615; GO:0005829; GO:0006589; GO:0030667; GO:0042420; GO:0042421
Ab_contig_1849	P26221	1.26e-30	Endoglucanase E-4 (EC 3.2.1.4) (Cellulase E-4) (Cellulase E4) (Endo-1,4-beta-glucanase E-4)	Thermobifida fusca (Thermomonospora fusca)	cellulose catabolic process [GO:0030245]	GO:0008810; GO:0030245; GO:0030248
Ab_contig_1857	Q5ZMD6	1.68e-42	Histone H2A.Z (H2A/z)	Gallus gallus (Chicken)	heterochromatin formation [GO:0031507]	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0031507; GO:0046982
Ab_contig_1880	Q02372	3.27e-43	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)	Bos taurus (Bovine)	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]	GO:0005743; GO:0006120; GO:0032981; GO:0045271
